Date,Var1,Var2,Var3,Name,Address,Zip-code,City,Country
2011-11-20,0.7645539760450781,completed,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2006-11-27,0.38024719658706596,in progress,False,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2007-09-29,0.8071084492988242,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2006-09-05,0.6499082656023922,in progress,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2014-12-12,0.9512058338054242,in progress,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2016-06-09,0.16717345701865272,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2009-01-10,0.7219110248066934,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2012-02-01,0.19263249155082662,in progress,False,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2017-03-05,0.7322532780697801,in progress,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2017-02-15,0.6282613737042442,completed,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2010-05-26,0.0911467775689635,in progress,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2010-07-25,0.2368388379801153,in progress,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2011-04-25,0.6971147149712549,in progress,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2018-01-03,0.8598786215749871,completed,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2017-09-13,0.5193655524612774,in progress,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2012-09-06,0.08910115870862567,in progress,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2008-08-21,0.17432315015175326,in progress,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2016-10-10,0.42488187904090313,in progress,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2007-08-14,0.3468424918345854,completed,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2011-05-17,0.898748392136723,in progress,False,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2015-10-02,0.27154347367281395,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2005-08-30,0.7706129500841675,completed,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2007-10-17,0.8638657290279089,completed,False,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2014-05-28,0.932838469929777,completed,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2014-02-06,0.5714531627623167,completed,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2008-06-28,0.7160965567697871,completed,True,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2016-05-12,0.19768342335781508,in progress,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2011-03-15,0.5654519497291882,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2009-05-16,0.6807814064265271,in progress,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2015-10-09,0.7988622073431142,in progress,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2016-08-31,0.2578207271419001,completed,False,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2009-08-06,0.3224043911651816,in progress,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2017-05-19,0.5964348905063512,in progress,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2012-10-13,0.2977360494186626,completed,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2012-02-19,0.7496120434252156,completed,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2011-11-13,0.6794902543568113,in progress,False,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2016-04-03,0.8756623670832683,in progress,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2005-05-19,0.11369146451319667,completed,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2015-08-24,0.5253911689646437,completed,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2018-09-04,0.8779012703092731,completed,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2009-02-12,0.6024343106802127,completed,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2012-03-02,0.1841773576369894,in progress,True,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2007-08-27,0.15053332413538634,completed,False,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2012-06-14,0.5507396372137976,completed,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2016-10-08,0.49860087044765555,completed,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2006-08-12,0.35788932130596207,in progress,False,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2007-05-21,0.6330312539202356,in progress,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2016-12-16,0.3411931877625457,in progress,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2011-09-25,0.16272671553847096,completed,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2007-12-23,0.719744021450414,in progress,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2011-06-06,0.7388739376789762,completed,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2009-07-11,0.9658408150768011,in progress,False,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2011-04-21,0.7828180222045502,in progress,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2008-01-21,0.9833084967031859,completed,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2008-01-27,0.4430275222385549,completed,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2013-12-02,0.8290646036305575,in progress,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2010-07-12,0.19698259020941755,completed,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2018-03-26,0.2476268864913984,in progress,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2009-01-25,0.05779267548936928,completed,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2008-10-24,0.13593636370206907,completed,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2017-05-10,0.7531501925828263,completed,False,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2009-06-21,0.8196084018667382,completed,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2018-06-02,0.2336648795130477,in progress,False,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2016-08-21,0.26173426992842075,completed,False,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2013-05-30,0.7109419166508951,in progress,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2016-10-26,0.036237419291485384,completed,False,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2011-10-02,0.1682269045337682,in progress,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2006-03-30,0.9792898869781059,completed,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2013-03-28,0.2693376880845444,completed,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2007-05-05,0.44238835838676305,completed,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2012-11-22,0.08943707196451356,in progress,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2010-06-11,0.31259435557002035,in progress,True,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2015-12-18,0.30689058524347024,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2007-08-10,0.05977631298260144,in progress,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2015-01-24,0.3314940889187862,completed,False,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2007-04-06,0.3736979427655295,in progress,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2018-08-14,0.02605365634773471,completed,False,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2008-09-18,0.857704480196273,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2005-03-25,0.8629496649909996,completed,True,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2015-12-11,0.16800163568232318,in progress,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2011-03-05,0.13176645581725366,completed,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2006-09-12,0.9513132575927886,completed,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2018-02-10,0.9193269785673492,completed,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2014-09-11,0.17540425399679893,completed,True,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
2009-04-27,0.5034810228122353,in progress,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2012-05-10,0.6481738156329875,in progress,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2018-03-31,0.8956411617047754,completed,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2017-06-05,0.680718699206525,in progress,False,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2007-03-31,0.14605060934965342,in progress,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2006-03-09,0.6174189860435204,in progress,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2008-11-11,0.009874779247304288,in progress,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2008-04-24,0.9739638015851171,completed,True,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2009-01-10,0.7337369871948214,in progress,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2010-02-14,0.6082231491360099,in progress,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2015-09-13,0.7929062248928758,in progress,False,Beiersdorf Manufacturing Waldheim GmbH,Am Eichberg,04736,Waldheim,Germany
2009-08-06,0.9224563440543035,in progress,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2013-06-14,0.7779048268649312,in progress,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2007-05-05,0.013970148443380737,in progress,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2007-07-18,0.17048929296468474,in progress,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2012-01-16,0.8058497089427488,completed,False,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2005-02-20,0.566533766887509,in progress,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2016-02-20,0.5618421518923148,completed,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2010-06-18,0.3071982434021968,completed,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2009-09-10,0.2796151989705835,completed,True,Beiersdorf Shared Services GmbH,Quickbornstrasse 24,20253,Hamburg,Germany
2006-03-30,0.31555310431767514,completed,True,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2011-09-10,0.6936643800970864,in progress,False,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2011-02-21,0.9255506011548972,in progress,False,Beiersdorf Customer Supply GmbH,Unnastrasse 48,20253,Hamburg,Germany
2006-02-16,0.7947862070700173,in progress,False,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2006-11-29,0.5289013513572233,completed,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2016-01-27,0.8484562297049956,in progress,False,Beiersdorf Manufacturing Hamburg GmbH,Troplowitzstrasse 10,22529,Hamburg,Germany
2018-04-26,0.9477822704138507,completed,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2006-06-16,0.11793790647184577,completed,True,Beiersdorf AG,Unnastrasse 48,20253,Hamburg,Germany
2017-03-23,0.7285413242051266,in progress,True,La Prairie Group Deutschland GmbH,Lange Straße 65,76530,Baden-BadenHamburg,Germany
2016-01-01,0.8062917285594324,in progress,False,Beiersdorf Manufacturing Berlin GmbH,Franklinstrasse 1,10587,Berlin,Germany
